评论id,评论内容,状态
317914553_154,严宽老师仅凭表情就把自己从古装美男变成了大变态，演得又好，形神兼备，神还原，我心中这季的mvp；选角大胆有反差，与演员自身突破形成双向成就，携手共赢。,新增
317901365_166,其实第一季结尾还不错的，不知道为什么那么多人骂。嘛，一千个人有一千哈姆雷特，特别是这种漫改真人，格外容易挑刺。,新增
317916915_166,完颜早年被骂是外形不贴，但业务能力在线，能用原声表达轻佻、矜傲、风趣、算计，也能表现败北时的不甘、破碎与渴求，是在真正塑造角色。相比第二季部分演员表现垮塌，完颜的演技更显扎实。罗正演技差反而让旧剧CP重新被关注，反映出观众对认真演戏演员的认可。台湾演员没有台湾腔，显得敬业。第一部中青的演员虽有不足，但看得出有思考和表达，尽力了。异人剧版本身就是8分以上的优秀作品，不需要影版衬托也很好。演员不仅要有脸，还要有演技和肢体表达能力，达到一定水平后提升不易。王也和彭彭在第一季表现惊艳，完颜只是合格，帅不过王也，演技强不过彭彭。漫改剧本身不算大饼。,新增
317941873_44,剧中的设定没有纯粹的坏人，角色都有复杂的利益考量，这一点处理得较好。马仙洪使用修身炉转换异人的情节，认同球的观点——未经修炼的异人难以正确掌控力量。主角团轻易打碎修身炉的行为显得集体降智，缺乏对潜在风险的理性讨论与沟通，处理方式过于简单化。马仙洪若能建立系统性的规则管理异人，其模式或可与公司抗衡，但若仅依赖个人魅力，则管理存在不可控风险。公司对马仙洪的忌惮源于其力量，而公司本身也并非正义一方。剧情明确指出了异人数量红线及人类获得能力后是否能守住道德底线的深层矛盾。对于陈朵的结局，情感上难以接受将其交给公司，反映出主角团在立场与情感上的困境。整体上，剧中矛盾应有更妥善的解决方式，而非一刀切地摧毁修身炉。,新增
318067220_96,因为人“回去了”就是死了啊，尘归尘土归土，不能直接说“我选择死”，这种表达方式含蓄但深刻，体现了剧集在处理敏感情节时的叙事智慧。,新增
318062849_73,感觉导演也尽力了，可能也没办法；周圣那条线删得不爽，诸葛青找炉子加戏、大战如花没了、王也战力被削、巴伦戏份删除、临时工围剿戏份缩水，罗歪加戏过多；锁V影响播放量和路人进场，优酷营销策略损害剧集热度；诸葛青选角争议大，演技被批稀烂，角色塑造垮掉，劝退部分观众；导演虽有努力，但受平台和资方限制，无法主导创作；第三季换平台到鹅，担心继续塞人、干预创作，影响剧集质量。,新增
318062849_74,第二部变成了群像剧，某些角色选得可以，但配角之所以是配角，他要能拉收视不早就演主角了吗；群像剧不是爱情剧，主角戏份可以多一点但是配角也必须出彩，尊重原作是好事，诸葛青加戏跟巴伦周圣线被删也有点影响，总体来说最大问题还是在酷的排播；导演已经用第一季的品质证明了自己的功力；到目前为止的热剧爆剧没有群像差的，只有主角好是热不起来的，只是二嘛空有好演员群像没拍好；诸葛青不如别拍！替别人卖惨腿毛啊；拍的挺好的；能看出导演用心在拍，大部分主创用心在演，这就够了；在酷实时追的弹幕都是夸的，1和2我都非常喜欢，并且期待3快快来；第二季太拖沓了，陈朵的故事对看过漫画的可能还好点，我没看过漫画真的不知道为啥整整这么长，第二季到底想讲一个啥故事？两条线根本没啥关系；因为诸葛青我差点没看下去，诶呦这个人是谁啊！太不合适了选的。,新增
318182961_115,王也挺帅，怼脸很帅，第一季回眸很出尘。演员是北京人，和角色契合。第一部在火车里出现时很惊艳，但第二部太瘦，脸颊凹陷，气血不足，形象有变化。郭敬明审美可以，第二季因瘦反而被认为更贴角色。,新增
318152728_115,我支持认真改编原著、不魔改的漫改剧，支持在剧本改编和特效上投入的制作方。希望漫改剧能保留原作精髓，同时合理调整设定，比如将男频中的女性角色塑造得更符合现代价值观。,新增
318152728_114,异人之下影视化做到目前这程度，选角已经很不容易，对比内娱偶像剧选角能给95分；特效量至少堪比两三部电影，团队有态度、有诚意、有水平，资金有限但投入可见。相比电影版强很多，导演有追求，部分还原到位。但第二季存在角色刻板化、世界观交代不清、叙事信息量减少等问题，内核被偏离，原著反热血、写实的特质未被呈现，反而向热血方向强行靠拢，导致整体表现拧巴。片方在改内核的同时又强调还原，实为魔改。抛开原著，该剧在当前热血奇幻剧中属中上水平，但受制于审核与创作方向，未能真正完成好故事的表达。,新增
318250479_77,剧最后几集的吕家、端木瑛、双全手、宝宝失忆等情节是剧版原创，属于魔改，逻辑上经不起深究；炁体源流的设定在剧中没有解释清楚，表达不够明确，与原作方向存在出入；但吕家的情节设计挺好看。整体改编较为生硬，结局建议当作没看过。,新增
318253060_75,剧版删减了巴伦的戏份，导致人设显得突兀；陆玲珑的人设在剧版中与漫画有出入，失去了漫画中刚毅的特点。,新增
318256602_99,侯明昊对王也这个角色理解很到位，表演用心且真挚，文笔流畅、表达清晰，体现出他对角色深厚的投入和感悟；作为演员，他真诚、认真，杀青时的不舍也反映出他对角色的珍视。王也的演绎非常成功，是值得尊重的演员，剧集整体在导演、演员和幕后团队的共同努力下呈现出高质量，令人期待后续作品。,新增
318256602_100,他写的都是对角色和生活的感悟，如果这些也假借人手，自己没有去深入理解角色，也没法把这些角色演得这样好。自己写的，因为他一直是这种文风，换枪手的话熟悉的人一眼能看出不同。小侯是自己写的，因为他从出道就会给角色写小作文，中间换了公司换了团队，文风还是一致，可见是他自己写的。你猜的没错他以前就是海淀的学霸，每个角色小作文都能看得出来他超爱，采访和剧宣的时候也完全侃侃而谈。肯定是自己了，毕竟自己演的角色只有自己能深刻体会和感受。在发布会还是啥的采访，他自己都能很好的去介绍和解说，我是喜欢看到这样的演员。,新增
318391963_106,演员演技还可以，剧本身质量不错，剧本值得一个小爆；第二季有不少戏好、脸熟的演员，如邵兵、严宽等；宣传不到位，营销方向有问题，未能触达正经受众；名场面被短视频平台提前泄露，影响观剧体验。,新增
318424990_105,第一遍听有点听不习惯，到了第二集就非常顺耳了，很符合这剧的调性，越往后越上头；片头动画配这个片头曲挺拉风的，有一种植入式的中式质感微恐怖风格，虽然刚开始觉得有点吵、瘆得慌，但听了三四遍后被洗脑，甚至看剧时不跳OP，音乐逐渐变得上头，体现出与剧集氛围的高度契合。,新增
318399818_104,陈朵的结局虽然令人唏嘘，但从剧情逻辑来看，廖忠之死让她的命运无法挽回。她必须为自己的行为负责，而回归组织后的处境可能比死亡更悲惨，因此体面地离开是一个合理且具有悲剧美感的处理。漫画中她生前的神态并不体现开心，而是在最后才获得安宁，这体现了角色内心的挣扎与解脱。作者本有意延续她的人性复苏线，但为了篇章完整性选择让她随故事落幕，这一安排在叙事上是成立的。,新增
318631764_99,老青进修身炉打醒赵念这段，体现了对能力与修行关系的深刻思考，呼应了碧游村事件中未经修炼者滥用能力带来的危害。诸葛青在三昧真火受挫后拒绝捷径、突破心魔的过程，展现了复杂而真实的成长历程，体现了‘君子终日乾乾，夕惕若厉，无咎’的精神内核，也强化了《一人之下》关于苦修与自律的主题。罗青的演技表现较差，影响了角色塑造的说服力，削弱了剿灭碧游村情节的正义性呈现。,新增
318649282_82,这个剧把原本黑暗深沉残酷的漫画风格强行改成热血向，导致不伦不类；剧情处理歪了，从根子上就偏离了原作精神。马仙洪无差别发放能力，虽无害人之心，但缺乏规则和管控，间接导致能力被滥用，甚至引发普通人与异人之间的冲突，造成无辜伤亡。公司只是想带回他并摧毁炉子，并未赶尽杀绝，说明其行为已触及异人世界底线。张之维出场时与领导会晤的设定也体现了现实权力结构，而非简单的正邪对立。,新增
318792434_90,希望编剧能多借鉴同人文，增加张楚岚和冯宝宝的戏份，进一步塑造他们的角色关系。,新增
318844353_78,潘斌龙演的角色带有父亲般的共情，表现出自责和懊悔情绪，角色情感层次较深，但表演方式略显单一。,新增
318872189_87,导演第一季挖的坑不打算填了，第一集开头米二自述：“张楚岚用自己的讲述帮她找回了点滴过往”，算是给第一季瞎编的结尾擦个屁股，对剧情连贯性和叙事逻辑提出了批评。,新增
319448929_63,无根生不算反派，是个挺有人格魅力的线索人物。,新增
319226021_70,我最近也重刷了第一部！越看越想第一部电视剧的青了。。。是原声，失去了才知道他的好。不过还是祈祷唐门不要更差吧，导～你现在已经有了选错一个角色的机会了，下次只要不要选错两个就好！,新增
319366814_58,剧版把公司和临时工之间的矛盾放大了，把公司描绘得过于愚蠢，而原作中公司与临时工是互惠互利的关系，公司客观上是在用合适的人维持异人界稳定，对临时工并无过多猜忌。剧版对公司是明褒暗贬，表面上将其置于道德制高点，实际剧情却让人对公司产生厌恶，塑造失衡。此外，剧版削弱了原作中临时工制度的合理性与复杂性，简化了人物动机和组织关系，这是改编不够好的地方。,新增
319448929_62,王传君更适合演无根生，他能把初代不摇碧莲演得自然生动；王影璐和王传君饰演的角色更有父女相；张若昀不适合这个角色，且不太可能接这样的配角反派；对演员与角色的贴合度有具体评价，包括演技、外形和角色契合度。,新增
321056990_50,文淇还原度120%，无愧于影后之名！,新增
318640974_52,完颜青的表演逻辑特别清晰，有一个无人在意但我觉得他演得很生动的小片段是王也骂了脏话之后抱拳给祖师爷认错，完颜的表情是：有病吧我特么都被你打成这样了你还在这种细枝末节上纠结你要气死我。这个表情让我确信他是融入了角色且有深入钻研过的。完颜青真的是漫粉还死磕了王也三年，让他演老青真有点宿命的感觉。完颜诸葛的表现有可以讨论的空间，他能理解角色但演技不足以精准表达，还需精进。罗正完全表演不入门，演得特别悬浮，根本没看过原作甚至没看过第一季，导致诸葛青第二季的逻辑动机东一榔头西一棒子，戏份与主线联系断裂，观众看得云山雾绕。罗正加戏不仅毁了诸葛青的角色塑造，也波及王也和傅蓉的人设，甚至偷了张楚岚的高光，造成剧情逻辑不连贯。第一季诸葛青重头戏‘青也青大战’从气定神闲到破防乱扔流火，再到氪命算输因、被嘴炮后心服口服但心魔种下，情绪层次清晰，动机通顺。删掉他与芙蓉水边谈心剖白心魔的戏份，角色动机变得莫名其妙。罗正演不出角色内核，缺乏对角色的理解，毫无气质匹配感，相比之下赵念更有诸葛青的气质。许宏宇导演能力在线，但优酷资方干预选角，捧演技差、外形不符的演员，导致剧集质感下滑，是典型的演员毁戏案例。诸葛青在碧游村具有‘旁白’式中立视角功能，代入观众上帝视角，谁都不偏，只为自身立场出发看问题，与王也的‘兼济天下’形成对照，角色设计极具群像魅力。第一季虽颜值不突出，但演技到位，人物立得住；第二季换角后演技差、颜值差，戏份处理混乱，严重影响观感和角色关联性的传达。,新增
320238213_66,罗青的演员选角令人不满，形象不符合角色，演技或呈现效果差，且戏份多，影响观感。,新增
321849488_49,文淇太有魅力了,新增
319934851_58,按我的理解，我觉得陈朵至死也不认同自己是一个人，而是一个蛊。但是陈朵不是没有尝试过挣脱这个想法，她最强烈的一次就是带着项圈见老廖的那一次，她想选择，她在众多可能里做了三个她可以接受选择，她走，老廖和她一起走，老廖送她走，但是这三个选择老廖都没选，老廖只想把她带回公司。所以她可能觉得她在老廖这没有选择的权利，三个都被否了。所以她把选择的权利交给了老廖，让老廖选择让她死。这个行为设置有点牵强。,新增
329229280_7,导演你要知道你拍的是电视剧，受众是看电视剧的，不是看漫画的，别偷懒抄动漫了；多给宝岚戏份！主角团不热血不爽撑不起来电视剧热度；很难不同意，真的求求了，导演编剧，多看看漫画吧,新增
329303681_9,宝岚是灵魂，不能边缘化，剧没有中心人物会崩；第二季删减宝岚戏份过多，改编不当，使其沦为工具人；希望吸取教训，按漫画一比一拍摄并增加戏份；第一季和第二季中宝岚的羁绊刻画得较好，部分删改虽有遗憾，但也有加戏较成功的部分。,新增
326656506_57,这歌好听的,新增
329003169_7,第一季存在较多改编问题，如陆玲珑人设改动、六库仙贼的巴伦未出场、加入漫画没有的24节谷和吕家篇章、频繁出现火车元素导致剧情难以衔接；第二季忽略了第一季的诸多设定，如宝儿姐失忆、二壮与张楚岚的相遇，显示出导演无意填坑，更像是放弃第一季内容直接按原著推进。剧版对动漫原创内容依赖较多，而唐门篇缺乏足够剧情支撑，可能影响剧集质量和观众接受度。相比碧游村篇，唐门篇若不妥善处理时间线和改编逻辑，恐难维持口碑。对第三季抱有改正第一季问题的期待，但整体不看好当前改编方向。,新增
326654898_47,平淡无奇，故事没编好，五星酒店氛围音乐搞很足端出来醋溜土豆丝，还硌牙夹生；如果不是纪录片或者伪纪录片，应该有点儿戏剧效果；美剧韩剧无数的好剧，豆瓣评分7.5以上的好剧数不胜数，国内的影视业从业人员不能闭门造车得过且过了；美剧快节奏信息量大一集是一个小电影的制作，画面有观赏性故事有戏剧性，人物性格鲜明，几句台词人物就立住了，每一个有台词的角色都是正经演员在演出，交足功课，咱们这都是啥啊；你会去餐馆逼问客人你说这单菜该如何做？做好菜是厨子的本分；口味不同吧，我觉得很好看。美剧韩剧那种戏剧冲突特别强的当然也好看。但就和吃饭一样，你爱吃辣喜欢刺激的口味的，所以吃不惯清淡的，但不代表清淡的就等于没有滋味。,新增
326733851_27,富大龙演技很厉害，大巧不工，能将不同性格的刑警刻画得惟妙惟肖；虽然台词发音方式有些奇怪，一开始不习惯，但比《我是刑警》时有所进步，整体表演真实接地气。部分观众认为他戏路有重叠，角色选择可更多元。剧中文保稽查队的职能设定与刑侦角色的融合略显不合理。,新增
326764386_54,男主白宇帆演技一般，形象出戏，台词处理不佳，对人物理解肤浅，与其他配角相比表现水；其角色人设差，戏份冗余，影响整体观感。考古线剧情无趣，加入爱情线显得拖沓，拉低剧集质量。相比之下，辛柏青、富大龙、刘奕君等配角表演精彩，盗墓与破案主线紧凑真实，斗智斗勇情节出色。郭士达的表演自然，角色气质好。整体剧集因年轻演员和注水剧情拖累，否则可达到更高水准。导演为流量安排主演但效果不佳，演员排名也引发质疑。,新增
326946034_53,他的演技确实给力；这剧里，几个盗墓贼都很出彩，各个有特色；造型跟演技让我忘记他们之前的角色。,新增
327034687_57,这部剧的尺度不小，以前的禁词也能说了。我觉得男女主角演员都很适合角色，从山海情就觉得他身上有一种现在年轻演员里面少见的质朴，这就是他与众不同的地方。,新增
326932448_54,他说的是陕西人说普通话的感觉，也就是陕普，符合剧中大部分角色的语言设定；在说问句时音调往上挑，略显不像西安人；剧中的语言处理可能是为了面向全国观众，没有采用纯方言形式。,新增
327255382_57,演技好，剧本也好，角色有深度碰上好演员，1+1>2,新增
327240923_55,盗墓刑侦线环环相扣，将前面所有铺垫串联起来，结构紧凑；考古线则显得自由散漫、毫无进展，显得多余。后半段剧情更出色，老穆角色塑造有深度，展现出类似《绝命毒师》老白的风采，辛老师表演到位，堪称国产版‘绝墓毒师’。,新增
327247689_53,这两集除了男女主谈恋爱的戏，剩下一些科普文物的剧情还是可以的。老穆那条线快紧张死我了，全靠考古线出来缓一口气……这条线要是换个演技好的主角就好了，可惜啊。剧里把姐夫刻画成了诸葛亮一样神机妙算又讲江湖义气的“好”反派。两帮人剧情根本不搭，像是硬生生被串联在一起。都说棋手是cos绝命毒师，感觉这剧姐夫才是cos绝命毒师啊。还不是因为男女主演技太差了…让人看不下去。,新增
327252785_50,编剧在穆见晖第一次去赵佑林的‘博物馆’时，就暗示了穆师即便在贫贱时也有极大的野心和实现心愿的能力，人物塑造有层次，逻辑严密。穆见晖所谓的‘洗白’并非金盆洗手，而是通过非法文物合法化的方式继续吃这碗饭，甚至垄断盗墓市场、打通洗白渠道，剧情设计环环相扣，展现出角色从底层挖墓到上层运作的野心升级，反映了文物黑市的现实链条，剧集对人物动机和行业生态的刻画深刻，具有较强的故事张力和现实隐喻。,新增
327385959_55,从《装台》到这个戏，太喜欢陕西方言了，美滴很。,新增
327249696_53,编剧在前期埋下老穆媳妇身体差的伏笔，为后续剧情发展做了合理铺垫，体现出较强的叙事逻辑。剧中通过盗墓带来的财富与最终失去孩子的悲剧形成因果对照，强化了主题深度，具有一定的戏剧张力。然而，后续预告中引入穆与小保姆可能发生关系并涉及怀孕的情节，被认为过于依赖低俗情感纠葛推动剧情，偏离了人物此前塑造的理性、隐忍形象，破坏角色一致性，导致观众对剧情走向感到失望。该设计被批评为落入‘靠下半身写戏’的俗套，削弱了原本紧凑的节奏和对考古题材的严肃探讨，影响整体观感。,新增
327487388_17,朱媛媛演技出色，堪比美容药；辛柏青在《青蛇》中表现太帅，太有魅力。,新增
327643581_7,讨厌这种剧情走向，穆见晖和妻子感情还未理清就与雯文发生关系，情节发展不合理，影响观剧体验。,新增
327642869_52,这个剧的编剧里有一个是《抗日奇侠》的编剧，这让我理解了剧情为何如此狗血；看了四个编剧的履历后对后续剧情已经没有期待，甚至感觉前面从王太平一路牵出邢兆虎甚至穆见晖这条线，已经是超常发挥了；真的狗血，虽然穆是个反派，但这感觉真的侮辱了他。,新增
327643581_10,编剧为了将穆见晖这样高段位的角色卷入事件，设计了狗血且不合逻辑的情节，如药物导致失忆和乱性并迅速怀孕，显得荒诞离谱，降低了剧情的可信度，反映出剧本在逻辑和人物动机处理上的薄弱。,新增
327650732_30,白宇帆这个角色比较适合他；考古线能涨知识，让观众了解田野考古的困难与文保员的艰辛，参观博物馆时更有立体认识；守山叔的执着和教授牺牲后他在山上的坚守很感人；不恋爱、开始正经考古的部分很好看，尤其是岭南吕氏一族拜谒祖宗的情节很感人；感情戏太尬，可以适当减少，增加考古队其他戏份；前期感情戏劝退观众，可能得不偿失；不喜欢男女主感情拉扯，但不讨厌考古线本身；题材新鲜，比纯粹刑侦盗墓有趣。,新增
327683237_53,辛柏青的角色塑造很有张力，聪明的老实人决定干坏事的设定让人联想到《绝命毒师》，剧情发展有看头。,新增
327708228_53,因为太多插科打诨的剧情了，主线推进的节奏也很有问题,新增
327723315_15,这剧比不上墓道一根毛，墓道太假了，看得我出戏，墓道比这强。,新增
327643581_9,这一段剧情设计过于狗血，强行用怀孕推动情节发展，显得编剧偷懒且不尊重观众，尤其在科学逻辑上站不住脚——现实中不存在能让人失去意识却仍具备性行为能力的春药，人物行为也违背常理，比如穆见晖事后未采取紧急避孕措施。该情节不仅损害角色人设，还使剧集从烧脑盗墓转向低俗家庭伦理，观感突兀。尽管后续穆见晖破局的戏份展现其智商与手腕，人物塑造可圈可点，整体剧情张力仍在水准之上，但此段落明显拉低了剧集质量，令人不适并产生弃剧念头。编剧完全可用分赃不均、道德觉醒或家庭压力等更合理方式制造冲突，而非依赖下药乱性的陈旧桥段。,新增
327643581_8,这个剧情设计非常突兀，严重违背人物行为逻辑和前期塑造。穆见晖作为老谋深算、目标明确的反派，不可能因下药就与兄弟妻子发生关系，这种安排不仅削弱了角色智商，也破坏了人物关系的合理性。编剧完全可以通过其他方式制造冲突，比如让穆为自保牺牲炮手，或让炮手因其他事件与穆反目，而非采用如此狗血、低俗的‘酒后乱性’套路。刘树生虽心胸狭窄，但用这种下三滥手段离间也显得过于愚蠢，与其多年盗墓未被发现的生存能力不符。此外，该情节对女性角色文雯的处理极为工具化，无视其后续命运与心理创伤，缺乏基本的人文关怀。尽管剧集在考古还原、场景搭建、案件真实性等方面表现出高度用心，演员演技自然，整体质感上乘，但这一情节严重拉低了剧作水准，显得为制造矛盾而强行推进，侮辱观众智商，令人失望。,新增
327770095_19,富大龙还不如直接说普通话，陕西话基本没有准的,新增
327727771_47,考古本身就是一项寂寞、漫长又带有文人浪漫的职业，真正讲好考古工作的剧很难，因为不像盗墓那样爽。这部剧通过现实主义题材让大众了解考古专业，具有独树一帜的意义。考古人是普通人，有血有肉，有情怀和执念，感情戏的加入让角色更真实。但白宇帆和王鹤润的感情线过于墨迹，显得拖沓，影响节奏，若删减爱情戏、突出专业性和刑侦对抗，剧集会更紧凑好看。演员演技整体偏弱，尤其是年轻主角表现不佳，削弱了对考古工作的尊重感。方言台词在表达情绪和地域特征上更具张力，增强了真实感。,新增
327771272_1,这剧用方言很地道，能更好地表达地方情感和真实感，比如穆见辉那句‘被人打一圈，没关系，爬起来，再打回去’，用普通话很难传达那种不死不休的劲儿。方言版更有味道，原汁原味，更接地气，尤其剧中很多打比方、俏皮话，换成普通话就不是那个味了。虽然看的时候必须盯字幕，有点费眼，像看外语剧，但整体表演不矫揉造作，比某些火爆的方言剧更舒服顺畅。刘树生讲方言式的普通话显得自然真实，增加了喜剧效果，若换成标准普通话会削弱感染力。生哥的陕普也增强了角色的生动性。这部剧在语言选择上追求真实，体现了地方特色，也展现了方言在情感表达上的优势。,新增
327794800_41,辛柏青很适配穆见晖这个角色的身份设定，具有文人气质、儒雅、偏执阴郁，眼神戏出色，将人物内心的癫狂与表面伪善刻画得深入骨髓，演技惊人，演活了角色。张嘉译形象偏沧桑，缺乏儒雅气质，更适合生活剧或狠劲角色，难以胜任有深度、有城府的文人角色，近年来创作松怠，表演质感有所下降。该剧演员选角整体不错，辛柏青的表现尤为突出，无人可替代，其表演是追剧的重要动力。刘奕君父子同戏有看点，白宇帆形象和演技相较逊色。富大龙的戏份或可由张嘉译出演，但辛柏青的角色暂无平替。,新增
327794800_42,辛柏青演得很好，儒雅有文化的反派；这剧就他演的最好，一个北京土生土长的人陕西话说成这样已经非常不错了；说辛柏青不适合的，去看看电影【大风杀】，看完你就知道他太适合老穆了；这个剧组选的演员很好。,新增
327808086_48,这剧把考古线穿插到盗墓线里，二线并行会紧凑多，现在为了捧白宇帆多搞这线又撑不起，直接把这剧给拉垮了。方是陕西人？不该吧，我是河东人，我们河东和西安语言差不多。那个村主任齐有梁绝对是本地人，方言一定要配合肢体动作。尤其齐有梁当巡逻队长台词：再遇到盗墓贼，弄他。肢体动作果断中带点不屑。,新增
327817150_32,主演阵容缺少商业号召力，尤其白宇帆，名气不大，演技也一般；辛柏青演的穆见晖戏份最多，但主线太多，角色戏份分散，导致表演显得平淡；富大龙的齐大仓、尤勇的齐有粮包括严守村其实都演得很好；这剧既有内涵也有深度，官方出手就知道有没有了，是好剧；不算学生线，其他两个线剧情紧凑，演技好，40分钟不够看，7分都低了；演技甩肖战几条街；两个剧的演员表都是男主后面那个人开始往后的人演得特好，某某传男主戏份还不能跳过，这个剧里男主快进跳过也不太影响。,新增
327817150_33,学生线很好看，三个年轻人从初出茅庐到独当一面的成长线清晰，体现了传承。方和雒的感情线重要且自然，情感支持在剧情中有实际作用。剧本扎实，演员表演真实，故事精彩，同时展现了考古与盗墓的真实细节。剧集演技在线，满足对高质量表演的期待。剧情需要认真观看，虽无流量和营销，但质量上乘。遗憾的是更新较慢，后期部分情节处理不佳，导致人物行为显得不合理。,新增
327892684_48,小光虽然不是好人但还是不想他下线，他不能死，留着最后当证人指证穆见辉，估计是知道文雯跟穆见辉的事。,新增
327820659_51,穆见晖的角色塑造有层次，从家道中落到逐步复仇，动机合理且具有悲剧色彩；他对假货的态度表现出人物的复杂性，既有原则又懂得利用规则。编剧借鉴了《绝命毒师》的成长型反派模式，结合马斯洛需求理论推进角色发展，剧情逻辑严密，是2025年国产剧中较为出色的作品。,新增
327913880_43,方堃这个角色展现出对考古的真挚热爱，人物设定真实可信，成长轨迹自然。白帆宇的演技很好地诠释了角色，表演细腻，让人相信考古工作者中确实存在这样的人物。整体演员表现出色，角色之间的互动自然，情感流露真挚，尤其是男女主角之间的眼神交流富有感染力，CP感强。剧集在考古场景和人物塑造上具有较高的真实性。,新增
327913880_42,这个人物塑造得挺好的，从前期开朗外向、有些自负，到昝老师去世后变得稳重圆滑，但本性未变，辞职守墓的举动体现其初心。侯和方在处理人情世故上有差异，方在关键时刻给予雒青的精神支持更显深刻。人物整体有成长和变化，形象生动。白宇帆演技符合方堃前期的人物设定，身手表现自然，文戏虽有争议，但整体演绎并不差，角色发展合理。考古线和感情戏是剧集的重要组成部分，缺一不可，支撑了剧作的深度与播出规格。,新增
328152524_45,本剧注水涂抹太多，磨磨叽叽啥也不是；感情戏纯属多余，不该加感情线那么墨迹，去掉至少可以减五集；考古线演员最弱；三条线（盗墓、考古、警察）没问题，但衔接不好，可以更紧密流畅；跳过三小只完全不影响观看。,新增
327945157_17,文雯这个演员选得好，但凡换个小花旦一点的，这狗血剧情，跟辛柏青曹磊戏里的关系看起来就很脏很没说服力。这个演员长相气质都很干净，很大气，辛柏青和曹磊至少比她大20岁，但是看着完全没有小女友的感觉。形象、性格转变很直观，作为配角足够了。最后几集文雯、刘树声老婆、穆见晖老婆演技都不俗，很惊艳。这个演员很漂亮，是那种端庄大气的漂亮，有大青衣的感觉。里面的女演员演技不论，脸蛋儿都挺漂亮舒适的，个个低马尾头，穿老款过时的冬天衣服，但个有个的漂亮劲，尤其是文雯，真的很眼前一亮。,新增
328152803_48,27集几乎全是考古线，非常啰嗦，又乏味，年轻演员演技撑不起，节奏拖沓。考古线强行煽情太多，占比过大影响观感，更希望看到科普干货。,新增
328162935_16,本剧描写的考古人员，都具有真实的情感，执着的情怀，这才是这些人值得尊重的主要原因。打动观众的多数是这些情感，并不是考古本身。所以，当盗墓团伙也有真挚情感时，观众依然喜欢他们。穆见晖小光他们，即便他们破坏了文物，哪个观众会因为文物痛心疾首而反感他们？,新增
328161108_33,辛柏青应该是原声出演，部分台词可能因过审需要后期重新配音，但整体自然、不突兀，演技和声音贴合角色。他饰演的角色方言掌握得很好，短时间内能达到如此地道的发音水平很厉害，虽有少数字词略显生涩，但相比其他演员已非常出色。富大龙的台词口音偏甘肃方言，听起来有些不适，而白鹿的方言更接近陕普，刘一的方言则更贴近本地真实发音。,新增
328177869_45,29后半部分加30集精彩，两个坏人的摊牌对决看得过瘾；男主演技和台词堪忧，缺乏存在感；剧集长度不合理，部分内容冗长需快进；方块角色表现不佳，影响观感。,新增
328227991_48,三十集了还在暧昧朦胧，剧情推进太慢。,新增
328225541_40,字迹虽然字间距没掌握好，但整体清晰工整，辨识度高；相较于现实中很多大学生写字的情况，剧中字迹其实不算差。那个年代的高学历者写字普遍较好，因此剧中考古学者的字迹略显潦草，略显不符合人物身份。,新增
328275050_47,吕富贵这种世世代代兼职守墓的挺让人感慨的，800年了,新增
328226429_22,这剧里完全没提穆的家庭，很可能是父母早亡，穆家只剩他一个人了。只说了穆家祖上显赫，他爹小时候还住在穆宅，但后面再没提他爹娘了，他后面有钱了也没说给父母改善条件，应该就是父母早就去世了。当然也可能是穆家父母对剧情没啥作用就干脆精简掉了，也加深了他收回穆家的执念。其实你就没好奇穆的一身本事从哪里学的？剧中大概讲了，穆家对古董一直有研究。说明穆家古董学问在他爸这里没有断传承，他的本事是他爸爸教的，他爸爸受到良好的成长环境。由此推断是文革被批斗赶出来的。他跟刘树兰还有燕小五同是钟表厂同事，估计就是赶上98年下岗潮了。他才去文物街摆摊。本事肯定是家传的，去书店那块写的真好。,新增
328275043_4,他在剧中更像一个“演员”，演的痕迹太明显，可能是没能把握好角色应该的情感动线，演好角色的前提是对角色有准确和深入的认知。而如小五、小光、来娃，演得更像角色本人，契合度很高，差距还挺明显。看到前面10集，前几集对他个人戏份倒还好，电视剧需要有人推动剧情，但后面感情戏不好看，演员之间缺乏火花。,新增
328285182_43,剧情设计成脑出血ICU，导致角色丧失语言和行动能力，又在短时间内因爱情力量突飞猛进康复，显得不合常理，有神剧味道，拉低了本剧水准；康复桥段演技差，表演尴尬，显得没必要。,新增
328226429_23,剧中对人物动机的刻画较为深刻，穆见辉对祖宅的执念体现了家族复兴的情感内核，赋予角色更强的悲剧性与行动驱动力。赵佑林与穆见辉团队的对比呈现了人性在利益面前的不同反应：前者大难临头各自飞，后者更加团结，凸显了人物关系的层次感。演员对角色的演绎有张力，尤其是穆见辉的复杂性格被表现得较为立体。此外，剧中鉴宝情节区分了学院派与民间高手的不同路径，突出了传统技艺的稀缺性与现实困境，具有一定的文化反思意味。美术与年代细节还原到位，营造出真实的氛围。,新增
328284360_37,华南王上电视的行为不符合他的人物设定，显得匪夷所思；电视剧为了过审删减剧情、后期配音明显，导致情节不连贯；燕小五与儿子的结局处理体现了明显的社会主义价值观，影响了叙事真实性；烂尾是出于过审需要，导致剧情逻辑和情感铺垫被牺牲，整体结局令人失望。,新增
328305170_39,感觉为了走剧情，不讲逻辑，除了盗墓的剧情，其他都感觉降智。带了手机却不用，近处的人不打电话，远处的人反而发短信，剧情处理不合理。,新增
328305575_45,燕小五演得好,新增
