评论id,评论内容,状态
4417818976,唐人的幕后不是脱胎于TVB么，怎么一点TVB古装探案剧的精髓都没学到，冗长繁复的感情线是最大的败笔，这种先be又he的戏码唐人究竟要拍多少次啊，这是探案剧不是后宫｜宅斗戏，花这么多时间讲感情在短频快的年代注定只能是细糠。浪费了这么好看的摄影美术，已经很久没在古偶里看到过这么落地有烟火气的镜头了。,已有
4417875704,除了诸葛青其他都还可以,已有
4417875774,罗疏这边女孩子之间的情谊好看，没想到三个男人的戏份也不赖嘛，县令县丞和齐梦麟三个人坐在一起太搞笑了。,已有
4417890944,前面五集很喜欢，后面bug多；描翠自愿回鸣珂坊显得工具化；男主变蠢，女二大义灭亲，编剧不行,已有
4417895542,猎奇，缝合怪。悬疑推理罪案片里的逻辑漏洞和程序错误是致命的，男主个人感悟过多，拉慢节奏，削弱悬疑罪案部分，看似“很厉害”的办案过程，其实都是基操。演员演技有待提高，警方尸检竟然不如男主用眼睛观察得到的线索多，学生比警方执行力更强。利用虐女题材、血腥画面、猎奇故事营造剧情的悬疑罪案片，试图通过视觉感官刺激吸引观众。近年来国产悬疑侦探片质量江河日下，大部分是闭门造车脑洞脑补添油加醋出来的案件，想看正经刑侦剧还得看CCTV12方圆剧场，剧情紧凑，演技在线，更有真实感。,已有
4417921349,又想拍大女主，又有吃不完的苦，又要等男主来救，编剧到底想拍什么立意？,已有
4417927264,和原著简直不能比，这个彭彭的张楚岚演技真的好浮夸。。。悬浮夸张,已有
4417940883,略好于第一部。,已有
4417942105,正义的县令，操碎心的副手，有脑子的女主和来搞笑的男主，这次的探案小分队有点子东西。,已有
4417957541,亮点在人设但没演出来，故事线也不行。张彬彬牛马员工很认真负责但总差点火花，孙珍妮像npc一样在cue流程毫无感情，甚至演技还不如npc，跟张雅钦角色互换一下可能还好点。求求资本长点脑子吧，能看看演员的基本功么？？？,已有
4417959637,最惨刘三娘，死于流言蜚语和丈夫的妒忌。古代女子的不幸让人唏嘘。,已有
4417989491,剧情是日常+单元剧的结构，搞笑日常与推理探案结合，风格偏喜剧，当个下饭剧ok。,已有
4418012847,前面几个单元剧勉强能看，后面开始挖掘女主灭门惨案开始节奏相当慢，逻辑上也难以自洽，很多角色都很工具人。男女主颜值演技很难让观众入戏，女主真的太木了，比早期644还木。服化道滤镜是好看的，片尾曲也可以，但是就是没有以前唐人那个味道了，无心法师就真的回光返照一样。,已有
4418058528,诸葛青是不是加戏了！！一到他的部分就难看，又长又臭，明明前三集很好看的,已有
4418084022,如果有第三季，我强烈要求把诸葛青演员给我换了！！！你放个AI在这演都比现在要好！,已有
4418091850,不是很理解为什么表现角色的内心盘算要用画外音，很无聊，这是电视剧不是动画片，如果角色内心有起伏盘算应该是演出来+镜头设计，不是用念白，而且全剧出现了很多次，不同的角色，大篇幅，真的很尬，更不知道到底在盘算些什么，一种画外音想硬演聪明，但是显得矫情和幼稚的感觉。优点是打斗真的很好，角色还原，比第一季明显看着有钱了。,已有
4418095336,挺弱智的..,已有
4418154946,为一坨拍续集，更是一坨,已有
4418160339,男主又是那种背负天下苍生、不能动情人设，能不能有点新意了,已有
4418179499,剧情案件缺乏创新，女主寡淡，男二又丑又木，男主尚有看点。,已有
4418196896,翟子路负责搞笑有点无脑但我不喜欢这个人设，男二有点丑，剧情有时看不下去需要快进。,已有
4418199332,第一个案子有点小诡异，很抓人，第二个案子更好，街坊的碎嘴子和丈夫的不信任酿成了悲剧，很好的女子真可惜了。,已有
4418256275,正确却无趣，主题先行的套路剧，和《梦华录》人物设定很像,已有
4418301775,漫画党表示，真人版能拍成这样，真的泪流满面,已有
4418302097,还原度挺高 原创细节也不错 选角最大失败马仙洪（尹昉只适合演憨憨）。但最大的问题还是：招安世界观……你看人家X战警，反派才搞等级制，正派都是碧游村（这么看哈利波特也不成）,已有
4418323644,台词和剧情的推进，一点都不丝滑流畅，像是硬拗，以至剧中的每一个角色都不是那么立体。不用慢镜头是展示不了打斗了么？里面好几个人说台词的时候，都是同一个调调。还偏偏要加上自以为是硬拗的搞笑点，一点都不好笑，只会让人觉得尴尬和满头问号。,已有
4418325677,这特效，这还原度，还要啥自行车，扣一星是因为诸葛换人了,已有
4418506374,不喜欢任何第二季换人的剧。换我诸葛青，太没带入感了,已有
4418517556,镜头和场景都很粗糙，像生手拍的，直给、无聊，毫无技巧；探案戏份太平太简单了，不留悬念；感情戏乱七八糟。,已有
4418540471,剧情无脑且虚假，主角光环推动情节不合理，编剧和导演水平堪忧,已有
4418549293,看个爽，在同行衬托下显得好看多了。但是结尾做得真是烂。。。秦六郎的戏份是几个意思我请问,已有
4418549759,感觉马村长这个人物设定更有魅力，陈朵的魅力更多的是被文淇塑造出来的,已有
4418569685,最后几集剧本让人不适，所有角色的表演令人不满。,已有
4418581563,画幅比例+实景拍摄+朴实落地案件，有点二十年前老古装剧之感，角色性格虽寡淡，却有在塑造细节。脱不开言偶框子。山西美食混搭红楼梦夜宴有感觉。,已有
4418591552,越往后越兜不住,已有
4418593379,诸葛青，我的阿青，听风吟的阿青，怎么成了这样！！！！毁我诸葛青！！！！,已有
4418603224,非常讨厌男作者雄竞狭隘扭曲的价值观,已有
4418643401,其实现男友真的应该找个配音，他的声线虽然还可以，但口音实在出戏，演了这么多年还是前后鼻音分不清。妆造着很有趣，紫妹也努力了,已有
4418650936,救命，这个篇章的诸葛青戏份还是比较重的，一点都不期待踏青了fuck！苍天，一直在入戏出戏里面徘徊。,已有
4418685104,这股不适感一时半会消除不了。,已有
4418728367,由于电影版的衬托，剧版的含金量在不断提升。,已有
4418767672,现代教学探案剧，配音和口型完全不对，难受,已有
4418789658,漫画脑洞大，电视剧都拍出来了，拍得很好看。但是，台词很弱，剧情节奏也奇怪，很多地方太刻意了,已有
4418791678,节奏烂的稀碎，讲述不好一个这么好的故事。张楚岚变成老谋深算的司马懿了吗？白瞎了这么些好演员了！,已有
4418799118,这戏服道具也太精致了。,已有
4418866744,和日漫拍成真人版一个毛病，怎么拍才能不造作幼稚？,已有
4418879384,特效虽然还有打磨的空间，但这种体量质量放到电视剧上已经很强了。可以看出镜头和设计都很精致，挺用心的。偏中二夸张的动作特效放到现实里也不违和。剧情基本按照原作走向发展，如果按照这样发展下去肯定不会难看。剧版都得谢谢乌尔善，和电影版对比下来任何小问题都不算问题了。,已有
4418906859,文淇适配陈朵,已有
4418977995,剧情上，内容逻辑清晰，案件层层递进……不同于以往男人破案，这部是女捕快的视角去破案……把焦点对焦在当时的小人物身上，以小见大，每个案件的故事也都有很深的立意,已有
4418988394,比春晚好看多了，春节期间最好的小品代餐。,已有
4418996892,很喜欢胡冰卿饰演的罗疏身上的很多小细节，从她的每一个眼神，每一个细微的动作中，都能感受到罗疏内心的坚定与强大,已有
4419031376,能看但不好看。这个剧只有服化对得起大投资。拜托内娱古偶离女性主义远一点，想吃这红利就把故事写好，故事是空洞的的口号是爱喊的，听到“我们女子……”就只好立刻快进，尬麻了。几位演员出道多少年了还分不清前后鼻音，重音断句乱七八糟，古韵更是一点没有，要真想剧好找个配音老师吧。内娱真的苦拼好剧久矣，各位编剧别再互相“借鉴”了，能不能有点新花样,已有
4419057683,每个案件都有现实的影子，喜欢探案剧的可以放心食用。胡冰卿和翟子路的表演也是个小惊喜。求结尾高能,已有
4419082373,男主太太太太讨厌了,已有
4419092329,就这还吹上天，只能显得无知没看过好的漫改剧，吹最被认可的漫改剧，吹漫改剧天花板，吹最还原的漫改剧，也吹得出口。哪里还原了？哪里配漫改剧天花板了？不好意思，我不认可！抛开漫改剧和还原度，单作为电视剧还不如国色芳华，很尬！,已有
4419106098,这部剧真的太有诚意了，两三集一个单元案件，逻辑性很强，看的很过瘾,已有
4419122095,丑男罗正角色拉胯。诸葛青是本季最拉胯角色。王震球是本季最惊喜角色。,已有
4419149284,莫名其妙 廉价特效,已有
4419155512,摄影风格四平八稳，出外景而非滥用CG；男主和男三的演技在95后演员中可圈可点；剧情平淡无聊，缺乏吸引力。,已有
4419207040,大结局崩了，编剧能力有限；前期探案情节节奏快、表演好，掩盖了一部分逻辑漏洞；贺鹏演技惊人，台词功力和代入感强；翟子路适合轻喜剧表演，分寸准确。,已有
4419208403,剧本还是有点弱，但风格人物方面不错。,已有
4419225772,拍的比较扎实，但是节奏过于稳健，也没什么反转，感觉主线逐渐在往四角恋发展,已有
4419281434,这是什么逆天导演编剧搞得出来的东西,已有
4419335613,选角惊艳，尤其是文淇饰演的陈朵，剧照里的她明媚又清冷，眼神充满了故事；正片里也没有让人失望，第六集既演出了无感麻木的陈朵，又诠释了惊恐崩溃的陈朵，结局注定是悲剧,已有
4419344388,第二季就油腻的宿命。可能在动漫对陈朵先入为主了，文淇完全无法把我带进去，她演不出懵懂的劲儿，有感知爆哭那段给我看得尴尬得不行，台词也很差。只是挑动漫场景还原的话，何必花这个钱呢？拍不出来甚至直接上动漫特效,已有
4419347251,天知道我看到花不再枯萎，老廖和陈朵一起笑的场面，我有多感动,已有
4419368405,孙珍妮牛逼，原声台词很惊喜，强制爱人设也非常可爱,已有
4419416037,不如第一季一半,已有
4419445194,服化好看，剧情套路,已有
4419489483,制作升级，反倒没有第一部惊艳。碧游村还真是截教荟萃。所有人都在演漫改，只有马仙洪走剧情。打打杀杀看的困，惟陈朵死前满赚赚了一把泪。,已有
4419524643,当衙役等脱籍还能看看，一回太原府就开始玩抽象了,已有
4419558220,除了男主，都能看……,已有
4419581686,资金充足后质感有极大提升，看来是可以加入有生系列一直追下去。是时候重新再看第一部，修正之前塑料感十足的印象。除了诸葛青其他角色都很贴！尤其文淇！,已有
4419596079,依旧是拳拳到肉的打戏呀，特效也到位，颜值也到位啊啊！文琪太灵了，怎么办我又爱上反派啦！马仙洪好帅啊啊,已有
4419658669,宝儿姐一如既往很不错，其他人（除了文琪）的表演和台词都显得做作了，剧情拖沓，强行给张楚岚装逼且彭昱畅演得并不好，大段的内心独白强行推动剧情往前走，剧情靠对白推动而不是靠情节推动，真的很尬。而且一定要大篇幅的写张楚岚内心独白吗，一路快进看完,已有
4419664874,越来越无聊了，90％无聊剧情，10％下饭剧情，饭都下不香,已有
4419674641,一堆形像神不像的演员硬凹造型，谁选的诸葛青马仙洪？导演一到文戏就难看的快进，武指不错，宝岚也都无法支持我看下去了,已有
4419690303,前三集还能看。四五集这啥玩意儿，烂得难以置信。四星怒改两星。想弃剧了。编剧是摆烂了吗？第六集也难看。,已有
4419759543,杨紫越来越不像夏雪了，好在演技还是流量们完全没法比的。,已有
4419823626,整体逊于第一部，好梗也有但不算多，节奏偏墨迹（配饭吃可能合适），与徒弟们不相干的支线太冗长了。优点是武戏得到升级，粗布麻衣的江湖气我还是很喜欢的。,已有
4419882799,案情不说多巧妙，但是剧情节奏把握的非常好。人物的情感转变太过突然，最后一案也太仓促，反派的形象刻画太刻意。总体质量不错，翟子路很适合轻喜剧，女主和男二很适合正剧,已有
4419929644,跪求汪铎多拍点戏，清冷疯批的南胥月，无情淡漠的天命书，这两个角色真的狠狠拿捏我！,已有
4419939187,深情台词很出戏。,已有
4420211724,两星给演员，本来剧情就很土，这个设定明明可以拍得更阴暗爬行一点为什么拍得这么无聊，尬尬的,已有
4420220800,故弄玄虚。看探案要的是势均力敌的敌我双方，而不是对到一半让对面轻松反驳，再让主角突然聪明实行降维打击。,已有
4420221408,更偶像剧一些的《那年花开月正圆》，大女主经商剧也都是八股文套路，刻板的女性刻板的男性，能看但越看越无聊,已有
4420223462,没看懂就原版照抄都不会吗，抄都抄不明白，就别再拍了,已有
4420235188,陈朵是“毒”的容器，针对她的“为你好”实际上是在禁锢她。廖叔的帮助在某些时候变成了阻碍，他的死亡既是悲剧也是警醒。,已有
4420289191,就是为了凸显这个所谓“洞悉人心”的女主，玩了命的降低周围人的智商。案子破的和过家家一样,已有
4420293533,无聊的剧情,已有
4420333411,碧游村角色魅力大过剧情本身，像村长、球儿都是不错的选角贴剧集气质。陈朵线则是有执着有灵魂，导演很用心拍她。文淇幼兽般的下半张脸，心思剔透的眼睛，甚至不用演太多就够揪心了。陈朵空洞但不是麻木的，她的例子太极致没有被常理接受的可能，飞鸟未必想回归天空。但愿共情她的选择，谈论起她的离开她需要的自由，能充满仁慈,已有
4420364685,从回太原开始直线下降的迷惑剧情,已有
4420494413,比影版好，比动画版弱。能拍的都还是拍了，真人改编漫画的那些问题依然存在，能看出来是有在认真制作的。,已有
4420512381,第二部绝对换摄影师了。这摄影师太垃圾了，黑的都看不见人，看得眼睛生疼。影调和色彩跟上一部差太远了。,已有
4420607490,有很多高大的言论 却落不到地面 很虚浮 明明女主前九十九步都很有智谋 最后一步却总是需要男主来相救,已有
4420628971,给李现的分，要不真看不下去,已有
4420654994,老套剧情，美术无可挑剔，前面又虐又惨！有多惨就有多爽的套路。,已有
4420704481,这季动漫就很一般，倒也不必营销还原,已有
4420765899,第二季全剧看下来几乎没怎么逗笑我,已有
4420782586,是近年来将武侠和喜剧结合的比较好的一部了。,已有
4420792225,本山大叔表演就是娴熟，看着就有一阵安心亲切感，别的喜剧新人表现也可以，表演痕迹比较少，剧情设计有意思，很多笑点都是意想不到的,已有
4420801276,编剧还是和以前一样敢写；打戏比上一部精致多了，把赵家班诸位笑星拍出了罕见的帅气,已有
4420807787,剧情拖沓，演员演技除了犯二就是装X，尤其是男主内心想法完全没必要拍出来，又臭又长又做作,已有
4420808620,还是本山传媒得劲儿，有爽感。,已有
4420815485,续集定律，剧本打磨差点意思,已有
4420836980,每集都有多多少少的删减，太可惜了,已有
4420846335,评价一般。,已有
4420866326,维持水准,已有
4420912023,一众烂古偶，还是鹊刀门好看啊,已有
4420914666,没啥大冲突，生活化，小细节，下岗职工，出租车司机，小饭店老板，千禧年前后的高中生。昂贵的台式机，千禧年跨年夜，很多时代里的记忆里的要素,已有
4420919151,改的跟原著完全没关系了，立大女主人设根本立不起来。原著的牡丹从家庭从成长环境从人际交往她有资本抗争，改完了啥都没，凭啥呀？所以只能安排男主救,已有
4420921787,看过动漫就哭的稀里哗啦，看剧无敌还原。视效也都走心。用心做的就不会错。,已有
4420926511,我觉得是有点差的，看了4集，感觉不知道说了些什么，同样是年代剧，小巷人家拍的更好。李昀锐在里面是男主？但是无论是出场画面还是人物构建都很少,已有
4420952792,极其无聊至极,已有
4420961226,只有第一集开头的武打很精彩，但是后面的内容就一般了，有笑点，但是不多。,已有
4421002999,主角二搭CP感在的，前夫哥是活该的，“我们女子”“身为女子”是一直不停强调的。,已有
4421040606,第二部不如第一部，插浑打科过于刻意,已有
4421065121,看了11集感觉没第一季有趣搞笑，弃了,已有
4421085398,有些节奏和衔接看起来是不太顺，开篇几集一般，后面剧情展开就变好了。放进彩蛋里的东西不少，可以看出剪了不少，大结局显得仓促了，打戏感觉删了一些，但留下的打戏确实都可看。而且这个剧讽刺的很多点，就像赵本山当初对喜剧创作的理解，不是为了教观众点什么，是创作者在讽刺反思，没让观众反思。,已有
4421128815,齐梦麟真的快乐小狗，他在哪，哪就热热闹闹的。锦囊和他在一起也特别爱笑,已有
4421148888,女主好看，即是正义！,已有
4421154826,大女主剧情实在看腻了,已有
4421200393,太2了,已有
4421207097,选角一比一贴合，场景百分百还原，临时工团队、碧游村反派都不是脸谱化的角色，每一个角色都有属于自己的高光时刻，成长弧线清晰，人物魅力拉满。异人之下绝对是漫改真人剧中的佼佼者。,已有
4421216132,上一季的烂尾直接延续到本季；许宏宇仿佛压根没上心，鲜明的自我风格现在只剩下莫名其妙的BGM和碎片化剪辑；至于故事，这是换了编剧？陈朵那条线还没怎么展开呢就已经煽情了无数次；侯明昊的王也变得哪里怪怪的了,已有
4421218804,明明有很多东西可说，非要搞些初高中生的情情爱爱。婆婆明明重男轻女，对自己女儿明明差得要死，三言两语就能洗白，再也不想看到这种乌烟瘴气了,已有
4421286439,这部剧结局立意瞬间升华，“若人生有悔，你是否愿意重来？”“若已窥天命，是顺从还是逆改？”假设世有三千界，一界一乾坤，你会以牺牲掉这个世界的一切为代价去选择自己满意的那一界吗？剧里的每个人都有自己的答案！几年里难得立意如此高的仙侠。,已有
4421294633,3.5。属于女频古偶里制作比较精良的那类，优缺点都很明显。视点主要围绕大女主经商浮沉披荆斩棘很好（权谋挂件无废戏苏男)，男主借身份职务之便送助攻的分寸也拿捏得当。最难能可贵的是主角性格塑造上的超强能动性，无论身处何种困境总能发奋自救逆风翻盘。感情线先同居后为保命假结婚稍显套路化，不过杨紫&李现默契值极佳，倒数几话发乎情止于礼的暧昧流动超好磕。女性互助碍于编剧笔力某些台词嵌入略生硬，但总体来说创作态度正向且悲悯，不指摘具体的女而是直接批判男尊女卑的世道。服化、布景、道具堂皇瑰丽，构图、打光、运镜颇具审美，质感区别普通流水线产品。直觉饰演秦胜意的邵芸眼熟，查履历才发现是新版《绝代双骄》里的慕容九，好有特点的清丽型长相。,已有
4421333025,男主木头一样，女主人设无力吐槽，男二还行，二星给男二,已有
4421350552,女主人设好差啊每次一副我最理智最聪明最清醒的样子虚伪死了，金苗翠真就是她害死的我觉得，人设是聪明有计谋的但是再三看到苗翠在县衙府被大妈欺负是让她忍气吞声的，明明她只要使点计谋赶走大妈是轻而易举但她就是忙活探案不鸟金苗翠一点😅，女主是找到理想情绪价值了受欺负的反正不是她呀，最后金苗翠被女主拖累死了我只能说好惨的工具人😅看到除了爸妈外最亲进的人死了谁懂女主哭的有多木啊。男主人设就那样但是很倒贴，这种倒贴男主还是可以多来点的。最喜欢金苗翠。,已有
4421376618,剧情儿戏，人设浮夸，台词啰嗦，价值观太小红书了，对外强行男女对立，对内精神物质攀附男主，这不是女性独立，这是娇妻励志霸道总裁爱上我。一部无脑媚女剧，一场挣“女性独立”的生意,已有
4421380689,挺多地方比第一季还尬，赵本山戏份明显多了很多,已有
4421385470,第二季有点看不下去了，没有第一季好笑,已有
4421421930,前面的故事，支线都还不错，但是主线并不好。结局无力，潦草，甚至可以说无聊，编剧解决两人家境鸿沟的办法竟然就是把男主一家拉下马。弱智透了。,已有
4421431338,第二季故事有点散，笑点也一般。开头打戏依旧相当不错，谁能想到2025年了最好看的武侠是鹊刀门,已有
4421437423,咱就专心搞笑吧，别整主线剧情了,已有
4421443667,尺度太大了，剧情反转的CPU都干冒烟了。王子奇年纪不大演技可以的。,已有
4421461710,第二部的编剧明显换了吧 比第一部差远了 明显1火了之后为了流量紧急码写的剧本 很尬看不下去,已有
4421486054,比S1更上一层，选角、形象、动作和特效都不错，尤其是陈朵和肖自在。诸葛青换人很不习惯，上一部的比较贴角色。E1毒素的特效棒。肖自在的眼神和笑太像了。E2全员骑共享单车上路笑死。E3黑管的造型也很贴。异人Disco逗，怕是现场肯定NG多次。E4乱金柝还原度高。曲彤现。E5内景PK很还原。E6地堡往事。E7诸葛青演绎略僵硬。E8从如花基站到破“楚门的世界”的改动。即将开战。E9还没开打，漫画怎么夸张表达剧照单全拍，有点硬还原了。E10大战。球儿变身帅的。E12陈朵的选择。最后走的那一路还是会触动。E13为保护宝宝动的小心思顺一遍。马仙洪为棋子，曲彤心计不明。二十四节谷记忆碎片及开端。动漫再不快点，剧就要赶上了。,已有
4421518539,自由自强靠故事呈现，不用把赚钱、自救挂在嘴边。叙事流畅，光影构图都没得挑，只是故事虚浮，略显俗套,已有
4421521018,文淇版的陈朵，是继王影璐版冯宝宝之后，又一个几乎完美切中我审美的选角，宝朵党狂喜，谢谢许导！,已有
4421525084,丑妆造，千篇一律的故事。,已有
4421532977,漫改王者之作,已有
4421570613,剧本真的差点，事件解决都像随意划过，但是立意又都很好，没有假装自己努力实际男的拯救,已有
4421619070,搞笑水平依然在线，但是剧情逻辑乱了很多，上下集之间脱节严重。,已有
4421655079,教倭寇学东北话那一段笑疯了,已有
4421715605,配角的塑造可以加分，虽然也是男女配,已有
4421732772,感觉除了武打戏出彩之外，其他的都不怎么出彩。第二部笑点与第一部相比明显少了很多，或许是明白了搞笑方式笑点变高了，但这部剧看的不就是笑点嘛，好不好笑才是关键。,已有
4421758439,怎么感觉中心思想是披着大女主的皮囊，实则还是得跟权贵打好关系才能出头……,已有
4421763642,演苗翠和刘婉的演员，一个好像一个香港的演员，一个像郝蕾，演得也都很有灵气。喜欢男主的性格，中二直率尊重女性。后面女主身世那反倒看不下去了，拖拖拉拉的。,已有
4421763785,动作戏特别有一股香港早期武打片的味道，第二部动作戏也明显比第一部多了不少，真的是感叹这种正宗的动作戏居然只能在一部喜剧片里面出现。剧情方面依旧延续了搞笑日常，可谓是下饭剧担当,已有
4421786831,后面还蛮甜的,已有
4421791235,女主智商在线，不仅能察言观色，而且在职场上也很玲珑剔透,已有
4421805944,服化美术挺大手笔的，剧情也不拖沓降智，虽然网文的毛病金手指啥的也没少，但还是远超预期了。性别意识和阶级意识两手抓，有时过于刻意，但总归是好的意识。,已有
4421846580,戴着“大女主搞事业”“girls help girls”帽子的普通剧情,已有
4421853292,把彩蛋剪进正片会怎样？为了圈钱而做的第二季,已有
4421860408,比第一部好看~没得狗血的剧情,已有
4421924419,近年看到最站在人族一边的仙侠剧，最感动印象最深的情节都是人族配角造就的：拥雪城师生唤醒暮悬铃，高秋旻的成长，青阳阿炎的牺牲，封遥的承诺,已有
4421936304,县太爷不是在刑讯就是在救风尘、谈恋爱，现在的剧都是没有男女情就撑不起来吗？和同为古装探案的《大宋提刑官》简直是天壤之别。可以理解现在都是所谓大女主剧，但是没有狗血恋爱就不能成功吗。相比同期的《国色芳华》，锦囊的爱太生硬了,已有
4421954894,三位大爷真是各司其职，侦查行动审讯，但是情节可属实古早，发展更草率，骗子哪里这么容易撂了啊。,已有
4421956688,除了文淇，毫无亮点,已有
4421959792,能写出秦胜意这样的角色这部剧就赢了很多所谓的大女主剧。,已有
4421960262,服装挺精致，但剧本也太儿戏了。为什么现在的剧都是一堆美女➕一堆丑男？,已有
4421976961,女主真的好普造型也难看，剧情就那样了小儿科打游戏的背景音一点不影响看懂,已有
4421984215,节奏快不拖沓 特效剧情在线 男女主演技可以代入 所有人物有逻辑 后续剧情期待维持水准,已有
4421999271,如坐针毡，如芒在背，如鲠在喉，汗流浃背。,已有
4422011478,第一部之所以评价较高，是因为故事设定是三个被边缘化且日渐老迈的小人物，并不是什么幽默或侦破剧情的作用，那都是配菜。而第二部若是一来就刻意做生活轻幽默剧，一来就摆出三个丰富经验的权威且活宝的话，我看够呛，先三星观望,已有
4422012279,人设逻辑崩了满地。女主前期人设讨喜，珠子那一世最无聊；就喜欢前期都长嘴了的男女主；把神族都杀光、无限流的设定在仙侠里也算新颖的了。虎头蛇尾，仓促了结,已有
4422044705,心灵鸡汤太多，打斗太少，不够精彩。青是败笔,已有
4422059823,本来是打算当陪睡神器，却比预想好看，不知不觉看进去了，结局有点飞，可算作无聊时的消遣之物,已有
4422072020,纯粹狗尾续貂,已有
4422073525,标准肥皂剧，无功无过，有空可以一看。,已有
4422076077,人皇昭明无罪，里面的神族和昊天都是笑话吧。,已有
4422081470,笑点少了，彩蛋多了。真是多此一举这些彩蛋为啥不直接放在正片里，搞得正片前后主线剧情老跳,已有
4422084862,轻搞笑肥皂剧基调，毫无兴趣。,已有
4422087102,以小品形式观看体验较好，热梗运用灵活，但结尾较为潦草且彩蛋设计烦人。,已有
4422114892,明明是个老套古偶一个劲儿吹自己girls help girls这是找到流量密码了嘛。,已有
4422146996,女演员是真不能整容 漂白的张歆艺和这里面的大背头老婆 那脸 出戏 无法直视,已有
4422153603,等到了那个年纪，可能没有人能看起来不好笑吧。,已有
4422167427,只值一星，另外一星给本山大叔,已有
4422172269,第二季难得没拉跨，不需要挽尊。老有老的坚守，三叉戟本来就是那种老三位在全新的办案环境里用老一套的优良品质和新机灵融入现在的办案需求，情节不要求太多。演员对，编剧对，导演对，味儿就都对了，就什么都顺了。,已有
4422202192,整部剧以南胥月黑化为临界点，前后几乎是两部作品，无论是基调、主题、制作都在后半部分完全垮塌。“三生三世十里桃花”可以写，但是除了谢雪臣和暮悬玲这一世之外，其它皆潦草敷衍，没有真情只有概念。整个故事随着当下这一世主线的结束，彻底沦为三个主角自己内部的play，每一段故事只有空泛的宏大叙事作为框架，丝毫不见扎实的填充。作为一个把情和爱作为最终解释的故事，主角不好好谈恋爱，天天拿苍生大义、世间轮回、命不可改当口头禅已经非常愚蠢，像极了人机。,已有
4422227412,三星给服化道和摄影美术，画面真的很好看，生活戏这部分很温馨，过年氛围营造得很好。男主好帅啊，活泼可爱，阳光开朗单纯，有种贾宝玉的感觉，get到他了。男女主的感情好好磕啊，好甜啊！很温馨,已有
4422247101,爹味挺重,已有
4422262654,第一集这上来的场面让我以为不小心打开了《逐梦演艺圈》,已有
4422266635,无聊,已有
4422271437,看了三集，爹味十足，弃了～,已有
4422276622,无聊,已有
4422303648,喜欢原班人马出演，第一部就很精彩，女警这次更顺眼，期待后续戏份。,已有
4422327577,好绝的烂尾。本来最开始妖女仙君的设定挺有趣的，从“穿越时空来救你”就开始无聊，最后什么两个时空的主角共同御敌也真是俗到家了,已有
4422333796,哈哈哈，大女主为了活命嫁给男主当妾，这跟大如传里皇帝为了保护女主，把女主打入冷宫一样可笑,已有
4422347284,新加的那个女警拉垮，到底是怎么做到能把女性角色都写的那么讨人厌的，上一部的静怡小雪，这一部的徐蔓。,已有
4422361204,服化道值得5星。打着大女主的旗号哪次不是需要男主出现化解危机？刻意的说教比如什么女子之间应该互帮互助之类的没让我觉得感动只会徒增尴尬。莫名其妙的撒糖也很像是过家家。女主人设很割裂，最早隐忍，后面经商大女主，后又变成娇妻。李现台词好差，前后鼻音分不清,已有
4422378544,拍摄的镜头形式过于男凝，一直对焦着胸、屁股、三角区。不懂为啥第二季这三怎么开始夸张演技了，并且爹味十足,已有
4422385331,剧情推进太慢了一些。,已有
4422388363,相比第一季，运镜、配乐都有提高，虽然有时确实不够搞笑，但令人足够轻松已是难得,已有
4422391724,三个恶心油腻男……,已有
4422434668,一路宣传自强自立的大女主，最后要靠给男人当妾才能度过难关,已有
4422453050,开局就定了基调，轻松愉快图一乐。,已有
4422468594,开头悬疑拉满，叙事精良之作，在悬疑方面它真的完成得很好。,已有
4422499868,到头来还不是要靠男的,已有
4422550660,大杂烩,已有
4422568707,谢雪臣死后的剧情不好看，后半段节奏拉跨，剧整体水平下去了,已有
4422575397,比1差远了 整体感觉和格调不一样了 虽然也是没办法的办法 但是这个轻喜剧的这个劲儿 这个一切都在掌握这个劲儿 就真是变了,已有
4422592959,肥皂剧，很无聊，使劲往喜剧上靠，最后不伦不类，剧情稀松,已有
4422601948,女主选角也不行,已有
4422602223,希望上海话的电视剧越来越多谢谢！！上海话含量再更加多一点谢谢！！！,已有
4422606342,第二季比第一季有点太耍了,已有
4422609808,杨紫终于挑对了剧本。长相思里清水镇最动人，女人做自己的事情最吸睛。,已有
4422636390,大女主营销,已有
4422647155,选角上大分！果然青春剧还是得少男少女演才是内个味儿啊，自带青春的朝气与蓬勃，还有那个年代独有的希望与憧憬,已有
4422651222,全都是时代的眼泪,已有
4422657492,大家都演技在线！文琪太棒了！演的收放自如，让我深刻记住了陈朵这个注定悲剧的角色。,已有
4422658092,同样是家庭群像剧，但这部感觉共鸣很少,已有
4422666244,每个年代的生活方式都不同，看一些年代剧挺适合我们去了解那个年代的不同之处,已有
4422667740,剧中几乎没有掉链子的角色，尤其是文淇，把陈朵的破碎感演绎得很到位，是漫改的标杆。,已有
4422676413,制作精良 感情细腻 少女的那点心事儿全都表述出来了,已有
4422678413,三个老倭瓜在那爱来爱去的，膈应死人了,已有
4422682264,对女演员性凝视镜头穿的衣服那么少特写腿根还要说人设就是女的自己风骚。。。不是男的设置的人设吗。。,已有
